2188,70903,72498,72499,72500,
2189,70492,72505,72624,72625,
2190,70405,72508,72509,72510,
2191,70402,72511,72512,72513,
2192,70360,72527,0,0,
2193,70127,72528,72529,72530,
2194,69647,72536,72537,72538,
2195,70161,72539,72540,72541,
2196,70162,72566,72567,72568,
2197,72297,72548,72549,72550,
2198,72219,72551,72552,72553,
2202,42636,72559,0,0,
2203,45433,72561,0,0,
2206,69651,72569,72570,72571,
2211,72295,72615,74280,74281,
2212,69490,72629,0,0,
2213,71268,72635,72636,72637,
2214,71277,72638,72639,72640,
2215,70116,72641,0,0,
2216,69903,72645,0,0,
2217,72151,72648,0,0,
2218,72649,72650,0,0,
2222,71604,72673,72674,72675,
2223,72198,72688,0,0,
2231,72745,72746,72747,72748,
2232,71756,72782,72783,72784,
2233,71708,72785,72786,72787,
2234,71393,72789,72790,72791,
2235,71807,72796,72797,72798,
2236,72052,72800,72801,72802,
2237,71405,72804,72805,72806,
2238,71815,72809,72810,72811,
2239,71944,72812,72813,72814,
2240,72038,72815,72816,72817,
2241,70447,72836,72837,72838,
2242,72840,72841,72842,72843,
2243,71621,72850,72851,72852,
2244,70911,72854,72855,72856,
2245,70215,72858,72859,72860,
2246,70457,72861,72862,72863,
2248,71266,72890,0,0,
2250,72905,72906,72907,72908,
2251,71207,72910,72911,72912,
2254,70381,72930,0,0,
2258,72960,72961,0,0,
2260,70924,73015,0,0,
2261,72039,73037,73038,73039,
2263,69900,73046,0,0,
2264,72378,73058,0,0,
2266,69222,73076,0,0,
2268,70953,73117,0,0,
2269,71893,73120,73121,73122,
2270,73142,73143,73144,73145,
2280,70338,73785,73786,73787,
2282,68983,73791,73792,73793,
2286,73576,73803,73804,73805,
2288,73843,73844,73845,73846,
2290,70352,74118,0,0,
2291,70353,74119,0,0,
2292,72756,74162,74163,74164,
2294,72259,74273,74274,74275,
2295,73654,74295,74296,74297,
2296,72679,74318,74319,74320,
2300,74302,74341,74342,74343,
2301,74392,74393,0,0,
2302,74394,74395,0,0,
2303,74403,74404,0,0,
2304,74525,74526,74527,74528,
2310,75330,75331,0,0,
2311,75417,75418,0,0,
2312,75412,75419,0,0,
2313,75483,75484,75485,75486,
2319,74799,0,0,0,
2320,74802,75874,75875,75876,
2321,74648,75877,75878,75879,
2322,74630,75882,75883,75884,
2323,75886,75887,0,0,
2324,75888,75889,0,0,
2325,74712,75947,75948,75949,
2326,74717,75950,75951,75952,
2327,74806,75954,75955,75956,
2330,71440,76379,0,0,
